renderer,render_scale,scaling_mode,config,fps,gpu_ms,cpu_ms,draw_calls,primitives
forward_plus,1.00,0,all_systems_on,18.8,51.94,44.35,911,806793
forward_plus,1.00,0,jungle_patches_OFF,24.1,39.68,39.20,890,234355
forward_plus,1.00,0,grass_clutter_OFF,18.2,50.56,62.87,942,769054
forward_plus,1.00,0,lights_OFF,20.3,46.93,58.09,1012,817998
forward_plus,1.00,0,characters_OFF,19.9,48.61,56.10,428,697559
forward_plus,1.00,0,sun_shadows_OFF,23.4,39.77,63.90,497,687601
